data_fato,hora_fato,grupo_incidente,tipo_incidente,uf,municipio,bairro,tipo_local,fonte_dados,categoria_macro,ano,mes,mes_nome,data_mes,dia_da_semana_num,dia_da_semana,fim_de_semana,hora_num,periodo_dia
2025-01-06,11:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO ROQUE DO CANAA,VILA VERDE,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,0.0,SEG,False,11.0,MANHA
2025-01-07,07:50:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,PRAIA DA COSTA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,7.0,MANHA
2025-01-07,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,PRESIDENTE KENNEDY,SAO EDUARDO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,,
2025-01-07,22:24:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,PINHEIROS,OUTRO LOCAL,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,22.0,NOITE
2025-01-07,17:44:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,SANTOS DUMONT,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,17.0,TARDE
2025-01-07,13:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SAO FRANCISCO,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,13.0,TARDE
2025-01-07,13:47:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,REPUBLICA,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,13.0,TARDE
2025-01-07,11:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,COBI DE CIMA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,11.0,MANHA
2025-01-07,16:09:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,JARDIM BOTANICO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,16.0,TARDE
2025-01-07,18:50:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VIANA,UNIVERSAL,RESIDÊNCIA,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,18.0,NOITE
2025-01-07,22:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,1.0,TER,False,22.0,NOITE
2025-01-08,07:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,BAIRRO DAS LARANJEIRAS,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,7.0,MANHA
2025-01-08,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,SAO PEDRO,RESIDÊNCIA,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,,
2025-01-08,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,SAO PEDRO,RESIDÊNCIA,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,,
2025-01-08,10:47:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,10.0,MANHA
2025-01-08,15:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,15.0,TARDE
2025-01-08,19:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM DA PENHA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,19.0,NOITE
2025-01-08,15:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SAO FRANCISCO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,15.0,TARDE
2025-01-08,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,MORADA DE SANTA FE,AGÊNCIA BANCÁRIA,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,,
2025-01-08,09:48:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VIANA,ANTARTICA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,9.0,MANHA
2025-01-08,19:07:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VIANA,VALE DO SOL,RESIDÊNCIA,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,19.0,NOITE
2025-01-08,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CONCEICAO DA BARRA,MARCILIO DIAS I,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,,
2025-01-09,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,MORADA DE SANTA FE,AGÊNCIA BANCÁRIA,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,,
2025-01-09,08:40:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,CAMPINA GRANDE,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,8.0,MANHA
2025-01-09,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,,
2025-01-09,13:24:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,PLANALTO SERRANO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,13.0,TARDE
2025-01-09,21:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,21.0,NOITE
2025-01-09,22:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,22.0,NOITE
2025-01-09,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SANTO ANTONIO,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,10.0,MANHA
2025-01-09,16:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,CACAROCA,VEÍCULO,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,16.0,TARDE
2025-01-09,11:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,OUTRO LOCAL,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,11.0,MANHA
2025-01-09,22:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,GUARANHUNS,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,22.0,NOITE
2025-01-09,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SANTO ANDRE,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,,
2025-01-09,18:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,18.0,NOITE
2025-01-09,13:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,OUTRO LOCAL,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,3.0,QUI,False,13.0,TARDE
2025-01-10,09:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,CIDADE CONTINENTAL,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,9.0,MANHA
2025-01-10,16:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,BICANGA,RESIDÊNCIA,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,16.0,TARDE
2025-01-10,14:31:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,VILA CAPIXABA,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,14.0,TARDE
2025-01-10,17:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,OUTRO LOCAL,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,17.0,TARDE
2025-01-10,18:45:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,RIO MARINHO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,18.0,NOITE
2025-01-10,16:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CONCEICAO DA BARRA,NOVA BETHANIA,RESIDÊNCIA,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,16.0,TARDE
2025-01-10,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VARGEM ALTA,PROSPERIDADE,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,10.0,MANHA
2025-01-10,19:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VARGEM ALTA,SANTO ANTONIO,RESIDÊNCIA,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,19.0,NOITE
2025-01-10,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SANTO ANDRE,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,,
2025-01-10,18:44:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,ITAPEMIRIM,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,18.0,NOITE
2025-01-10,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,4.0,SEX,False,,
2025-01-11,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,BARRA DE SAO FRANCISCO,BAIRRO CRUZEIRO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,5.0,SAB,True,,
2025-01-11,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,GUARAPARI,PRAIA DO MORRO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,5.0,SAB,True,,
2025-01-11,22:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,ALVORADA,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,5.0,SAB,True,22.0,NOITE
2025-01-11,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,DO QUADRO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,5.0,SAB,True,,
2025-01-11,13:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SANTA TERESA,OUTRO LOCAL,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,5.0,SAB,True,13.0,TARDE
2025-01-12,15:27:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,INDUSTRIAL,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,6.0,DOM,True,15.0,TARDE
2025-01-12,13:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,COBI DE CIMA,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,6.0,DOM,True,13.0,TARDE
2025-01-12,07:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,6.0,DOM,True,7.0,MANHA
2025-01-12,16:33:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,ROSA DA PENHA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,6.0,DOM,True,16.0,TARDE
2025-01-12,03:09:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,PARQUE RESIDENCIAL TUBARAO,OUTRO LOCAL,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,6.0,DOM,True,3.0,MADRUGADA
2025-01-12,15:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM DA PENHA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,6.0,DOM,True,15.0,TARDE
2025-01-12,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,PRAIA DE ITAPARICA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,6.0,DOM,True,,
2025-01-12,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,AMBIENTE WEB,crimes_informaticos,digital,2025.0,1.0,JAN,2025-01-01,6.0,DOM,True,,
2025-02-01,14:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,OUTRO LOCAL,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,14.0,TARDE
2025-02-01,14:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,14.0,TARDE
2025-02-01,01:02:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,OPERARIO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,1.0,MADRUGADA
2025-02-01,22:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,OUTRO LOCAL,OUTRO LOCAL,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,22.0,NOITE
2025-02-01,19:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM DA PENHA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,19.0,NOITE
2025-02-01,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,HONORIO FRAGA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,10.0,MANHA
2025-02-01,15:29:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ARACRUZ,COQUEIRAL,OUTRO LOCAL,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,15.0,TARDE
2025-02-01,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,ALECRIM,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,,
2025-02-01,11:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CASTELO,ARACUI,COMÉRCIO,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,11.0,MANHA
2025-02-01,05:52:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,PORTO DE SANTANA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,5.0,MADRUGADA
2025-02-01,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,OUTRO LOCAL,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,5.0,SAB,True,,
2025-02-02,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SAO PEDRO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,6.0,DOM,True,,
2025-02-02,07:42:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,RESIDÊNCIA,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,6.0,DOM,True,7.0,MANHA
2025-02-03,13:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ALFREDO CHAVES,IMIGRANTE,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,13.0,TARDE
2025-02-03,12:26:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SANTA LUCIA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,12.0,TARDE
2025-02-03,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,COBI DE BAIXO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,
2025-02-03,15:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,OUTRO LOCAL,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,15.0,TARDE
2025-02-03,21:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,ILHA DAS FLORES,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,21.0,NOITE
2025-02-03,19:43:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,COLUMBIA,RESIDÊNCIA,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,19.0,NOITE
2025-02-03,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,CENTRO VILA VELHA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,
2025-02-03,00:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VIANA,MARCILIO DE NORONHA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,0.0,MADRUGADA
2025-02-03,18:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VILA VELHA,SANTA RITA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,18.0,NOITE
2025-02-03,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,OUTRO LOCAL,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,
2025-02-03,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,OUTRO LOCAL,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,
2025-02-03,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SAO PEDRO,VIA PÚBLICA,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,,
2025-02-03,10:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CARIACICA,SANTA BARBARA,OUTRO LOCAL,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,0.0,SEG,False,10.0,MANHA
2025-02-04,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SAO MATEUS,GURIRI,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,
2025-02-04,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,GOIABEIRAS,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,
2025-02-04,22:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,BAIXO GUANDU,ZONA RURAL,RESIDÊNCIA,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,22.0,NOITE
2025-02-04,16:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,OUTRO LOCAL,OUTRO LOCAL,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,16.0,TARDE
2025-02-04,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,MORADA DE LARANJEIRAS,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,,
2025-02-04,07:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,7.0,MANHA
2025-02-04,01:00:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,SERRA,COLINA DE LARANJEIRAS,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,1.0,MADRUGADA
2025-02-04,10:56:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,ENSEADA DO SUA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,1.0,TER,False,10.0,MANHA
2025-02-05,00:11:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,ARACRUZ,JARDINS,OUTRO LOCAL,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,2.0,QUA,False,0.0,MADRUGADA
2025-02-05,10:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,HONORIO FRAGA,RESIDÊNCIA,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,2.0,QUA,False,10.0,MANHA
2025-02-05,14:20:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,COLATINA,FRANCISCO SIMONASSI,RESIDÊNCIA,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,2.0,QUA,False,14.0,TARDE
2025-02-05,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,JARDIM CAMBURI,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,2.0,QUA,False,,
2025-02-05,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,SAO PEDRO,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,2.0,QUA,False,,
2025-02-05,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,CONQUISTA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,2.0,QUA,False,,
2025-02-05,20:30:00,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,CACHOEIRO DE ITAPEMIRIM,CAICARA,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,2.0,QUA,False,20.0,NOITE
2025-02-05,Indeterminada,CRIMES DIVERSOS,CRIMES DIVERSOS: CRIMES INFORMÁTICOS,ES,VITORIA,BONFIM,AMBIENTE WEB,crimes_informaticos,digital,2025.0,2.0,FEV,2025-02-01,2.0,QUA,False,,
